Nombre,Descripcion_del_producto,Precio,off_product_name,off_barcode,off_brands,off_quantity,nutriscore_grade,ecoscore_grade,nova_group,ingredients_text,energy_kcal_100g,fat_100g,saturated_fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,processed_at,Cantidad_real,Unidad_medida
Zumo de melocoton y uva Hacendado,Brick 1 L,1.0,Melocotón y uva,8480000860392,Hacendado,1l,d,e,1.0,"Puré de melocotón 57,5%, zumo de uva a partir de concentrado 42,5%, antioxidante (ácido ascórbico).",55.0,0.2,0.0,12.3,10.9,0.8,0.7,0.01,0.004,2025-05-13T22:30:25.074670,1000.0,ml
Zumo de melocoton y uva Hacendado,6 mini bricks x 200 ml,1.5,Melocotón y uva,8480000860392,Hacendado,1l,d,e,1.0,"Puré de melocotón 57,5%, zumo de uva a partir de concentrado 42,5%, antioxidante (ácido ascórbico).",55.0,0.2,0.0,12.3,10.9,0.8,0.7,0.01,0.004,2025-05-13T22:26:43.935310,1200.0,ml
Cerveza Clasica Steinburg,12 latas x 330 ml,3.72,Cerveza Lager Clásica,8480000664631,Steinburg,33 cl,not-applicable,d,3.0,"Agua, malta de _cebada_, maíz, lúpulo,",42.0,0.5,0.0,3.16,0.5,,0.44,0.011,0.0044,2025-05-13T23:56:30.085195,12000.0,ml
Cerveza Clasica Steinburg,6 botellas x 1 L,5.4,Cerveza Lager Clásica,8480000664631,Steinburg,33 cl,not-applicable,d,3.0,"Agua, malta de _cebada_, maíz, lúpulo,",42.0,0.5,0.0,3.16,0.5,,0.44,0.011,0.0044,2025-05-14T00:07:04.432316,1000.0,ml
Cerveza Clasica Steinburg,Lata 330 ml,0.31,Cerveza Lager Clásica,8480000664631,Steinburg,33 cl,not-applicable,d,3.0,"Agua, malta de _cebada_, maíz, lúpulo,",42.0,0.5,0.0,3.16,0.5,,0.44,0.011,0.0044,2025-05-13T23:57:53.682650,330.0,ml
Cerveza Clasica Steinburg,Botell√≠n 250 ml,0.33,Cerveza Lager Clásica,8480000664631,Steinburg,33 cl,not-applicable,d,3.0,"Agua, malta de _cebada_, maíz, lúpulo,",42.0,0.5,0.0,3.16,0.5,,0.44,0.011,0.0044,2025-05-14T00:18:17.059454,250.0,ml
Cerveza Clasica Steinburg,12 botellines x 250 ml,3.96,Cerveza Lager Clásica,8480000664631,Steinburg,33 cl,not-applicable,d,3.0,"Agua, malta de _cebada_, maíz, lúpulo,",42.0,0.5,0.0,3.16,0.5,,0.44,0.011,0.0044,2025-05-13T23:58:56.927902,250.0,ml
Cerveza Clasica Steinburg,Botella 1 L,0.9,Cerveza Lager Clásica,8480000664631,Steinburg,33 cl,not-applicable,d,3.0,"Agua, malta de _cebada_, maíz, lúpulo,",42.0,0.5,0.0,3.16,0.5,,0.44,0.011,0.0044,2025-05-13T23:59:03.286785,1000.0,ml
Bebida lactea Omega 3 Puleva con leche desnatada,6 bricks x 1 L,10.14,Puleva omega 3,8411700011111,Puleva,1 l,b,c,4.0,"_Leche_ desnatada 80 %, permeado de leche, aceites vegetales (aceite de girasol, aceite de oliva), emulgentes (lecitinas (_soja_), esteres cítricos de monoglicéridos y diglicéridos), aceite de _pescado_ azul, estabilizante (trifosfato pentasódico) y vitaminas (A, B6, ácido fólico, C, D, E y B12).",52.0,2.3,0.5,5.0,5.0,,2.9,0.015,0.006,2025-05-13T16:53:16.186794,1000.0,ml
Bebida de naranja Hacendado sin azucares añadidos,6 mini bricks x 200 ml,1.85,Plátano y naranja a la vainilla,8480000090034,Hacendado,260 g (2 x 130 g),a,a,4.0,"Plátano (65%), zumo de naranja (30%), zumo de uva procedente de concentrado, almidón de maíz modificado, zumo de limón procedente de concentrado y aroma de vainilla (0,1%).",385.0,0.52,0.22,20.6,14.5,1.4,0.9,0.01778,0.007112,2025-05-13T22:26:29.805466,1200.0,ml
Bebida de naranja Hacendado sin azucares añadidos,Brick 1 L,1.05,Plátano y naranja a la vainilla,8480000090034,Hacendado,260 g (2 x 130 g),a,a,4.0,"Plátano (65%), zumo de naranja (30%), zumo de uva procedente de concentrado, almidón de maíz modificado, zumo de limón procedente de concentrado y aroma de vainilla (0,1%).",385.0,0.52,0.22,20.6,14.5,1.4,0.9,0.01778,0.007112,2025-05-13T22:26:04.466847,1000.0,ml
Frambuesa,Bandeja 200 g aprox.,2.49,St Dalfour Mermelada de Frambuesa,5014271390420,st dalfour,284g,d,b,4.0,"Frambuesas (51%), jugo de frutas concentrado (48,57%), pectina de la fruta.",218.0,0.4,0.0,52.0,44.0,2.2,0.6,0.02,0.008,2025-05-13T12:41:35.060815,200.0,g
Caramelos original Halls,4 paquetes x 32 g,2.95,Original,8416400906132,Halls,128 g,b,b,4.0,"Edulcorantes (isomalt, aspartamo, acesulfamo K), mentol, acidulantes (E270, E330), aceite de eucalipto, correctores de acidez (E325, E332), colorante (E133), aromas.",237.0,0.1,0.0,98.0,0.0,,0.1,0.02,0.008,2025-05-13T23:47:46.587930,32.0,g
Avena molida Hacendado,Paquete 500 g,1.15,Avena Molida,8480000094575,Hacendado,500 g,a,unknown,1.0,Avena.,374.0,7.0,1.3,58.7,0.7,10.0,13.5,0.02,0.008,2025-05-14T01:04:23.686692,500.0,g
Cereales y semillas granola Hacendado con frutos secos,Paquete 400 g,2.4,Cereales y semillas granola con frutos secos bajo en azúcar,8480000094742,Hacendado,400 g,a,b,,"Flocos de aveia (glúten) integral 72,4%, óleo de girassol, sementes 7.7% (sementes de girassol, sementes de abóbora), frutos secos 7% (amêndoa, avelã torrada, castanha de caju, noz pecan), coco desidratado, açúcar, melaço, antioxidante: extracto rico em tocoferóis. Os ingredientes em negrito contém alergénios Pode conter vestígios de outros frutos de casca rija, leite e soja.",477.0,22.7,3.5,50.2,4.7,8.5,13.6,0.02,0.008,2025-05-14T01:03:05.482745,400.0,g
Gotas de chocolate negro para fundir Hacendado,Paquete 250 g,2.75,Choco Gotas Negro,8480000125446,Hacendado,250 g,e,unknown,4.0,"Azúcar, pasta de cacao, manteca de cacao, emulgentes (lecitina de girasol, E-476), aroma natural de vainilla.",501.0,25.0,15.0,59.0,55.0,7.6,6.0,0.02,0.008,2025-05-13T21:02:58.237319,250.0,g
Vinagre de Jerez reserva Hacendado,Botella 250 ml,2.0,Vinagre de Jerez Reserva,8480000136091,Hacendado,250 ml,not-applicable,a,4.0,"Vinagre de Jerez, colorante (caramelo E-150d), antioxidante (_dióxido de azufre_).",37.0,0.0,0.0,0.0,0.0,,0.0,0.02,0.008,2025-05-13T22:58:12.881468,250.0,ml
Chocolate negro 55% cacao Hacendado,Tableta 150 g,1.65,55% cacao con avellanas enteras,8480000228482,Hacendado,180 g,e,d,4.0,"Pasta de cacao, azúcar, _avellanas_ 27%, manteca de cacao, emulgente (lecitina de girasol), aroma natural de vainilla.",588.0,43.0,16.0,38.0,33.0,,8.0,0.02,0.008,2025-05-13T22:40:56.133849,150.0,g
Almendra natural Hacendado,Paquete 200 g,2.3,Almendra natural,8480000348654,Hacendado,200 g,a,d,1.0,ALMENDRA. TRAZAS DE _CACAHUETE_ Y OTROS FRUTOS DE CÁSCARA.,642.0,54.8,4.2,5.9,5.9,12.2,25.2,0.02,0.008,2025-05-13T23:18:06.388540,200.0,g
Helado de naranja Hacendado,Caja 10 ud. (750 ml),2.1,Helados de naranja,8480000640123,Hacendado,"750 ml (10 x 75 ml), 770 g (10 x 77 g), 10 Uds",c,a,4.0,"agua, zumo de naranja a base de concentrado (20,4%), azúcar, jarabe de glucosa y fructosa, aromas, acidulante (ácido cítrico), estabilizantes (goma guar y carragenanos), colorante (carotenos).",89.0,0.0,0.0,22.0,20.0,,0.0,0.02,0.008,2025-05-13T19:53:13.656934,750.0,ml
Helado fresa Hacendado,Caja 6 ud. (660 ml),2.6,Helados de Fresa,8480000644190,Hacendado,"750 ml (10 x 75 ml), 770 g (10 x 77 g), 10 Uds",c,a,4.0,"agua, fresas (15%), azúcar, jarabe de glucosa y fructosa, aromas, acidulante (ácido cítrico), zumo concentrado de zanahoria, estabilizantes (carragenanos, goma guar), colorante (antocianinas),",94.0,0.0,0.0,23.0,21.0,,0.0,0.02,0.008,2025-05-14T01:59:19.731982,660.0,ml
Helado de fresa Hacendado,Caja 10 ud. (750 ml),2.3,Helados de Fresa,8480000644190,Hacendado,"750 ml (10 x 75 ml), 770 g (10 x 77 g), 10 Uds",c,a,4.0,"agua, fresas (15%), azúcar, jarabe de glucosa y fructosa, aromas, acidulante (ácido cítrico), zumo concentrado de zanahoria, estabilizantes (carragenanos, goma guar), colorante (antocianinas),",94.0,0.0,0.0,23.0,21.0,,0.0,0.02,0.008,2025-05-13T19:55:30.006160,750.0,ml
Helado sorbete de mango Hacendado,Caja 10 ud. (750 ml),2.3,Sorbete de mango,8480000645050,Hacendado,710 g,c,b,4.0,"agua, azucar, jarabe de glucosa, puré mango, trozos de mango, jarabe de glucosa-fructosa, estabilizantes, goma garrofin, pectinas, metilcelulosa, aroma natural, colorante: carotenos, curcumina, acidulante: ácido citrico",142.0,0.0,0.0,35.0,28.0,,0.1,0.02,0.008,2025-05-13T19:53:46.535928,750.0,ml
Helado de limon Hacendado,Caja 10 ud. (750 ml),2.1,Granizado de limón,8480000647054,Hacendado,1.200 ml (6 x 200 ml),c,unknown,4.0,"Agua, azúcar, limón 14,6% (zumo y corteza de limón), aroma de limón y colorante: curcumina (E-100i).",82.0,0.1,0.0,20.0,19.0,0.0,0.1,0.02,0.008,2025-05-13T19:53:20.104928,750.0,ml
Granizado de limon Hacendado,6 ud. x 200 ml,2.6,Granizado de limón,8480000647054,Hacendado,1.200 ml (6 x 200 ml),c,unknown,4.0,"Agua, azúcar, limón 14,6% (zumo y corteza de limón), aroma de limón y colorante: curcumina (E-100i).",82.0,0.1,0.0,20.0,19.0,0.0,0.1,0.02,0.008,2025-05-14T01:59:00.722905,1200.0,ml
Pasta trottole vegetales Hacendado,Paquete 500 g,1.25,Trottole vegetales,8421020011203,Hacendado,500 g,a,unknown,,,353.0,1.4,0.3,72.2,3.9,3.2,11.2,0.025,0.01,2025-05-13T23:33:37.387220,500.0,g
Champiñon laminado limpio,Bandeja 320 g aprox.,2.04,Champiñon laminado limpio cultivado,2369519001624,champinter,,a,a,,,25.0,0.52,0.1,2.1,0.8,,2.96,0.03,0.012,2025-05-13T12:18:22.689203,320.0,g
Mezcla semillas Hacendado,Paquete 200 g,1.46,Mezcla de semillas,8402001002021,Hacendado,,a,d,1.0,"Sementes de girassol, sementes sésamo, linho castanho sementes, sementes de abóbora e papoilas azuis.",603.0,53.0,6.3,3.1,2.5,13.0,22.0,0.03,0.012,2025-05-13T23:25:16.819610,200.0,g
Cacao puro en polvo La Chocolatera,Bote 265 g,4.15,Cacao puro 0%,8410109108392,La Chocolatera,250 g,unknown,f,1.0,"cacao desgrasado en polvo; corrector de acidez: carbonato de potasio, hidróxido de potasio.",375.0,16.0,10.0,16.0,0.7,,26.0,0.03,0.012,2025-05-13T22:38:18.452783,265.0,g
Chocolate puro Valor,Tableta 300 g,4.95,Cacao puro desgrasado en polvo,8410109121551,"Chocolates Valor, S.A.",265 g,unknown,f,1.0,"Cacao desgrasado en polvo, correctores de acidez: carbonato de potasio, hidróxido de potasio.",375.0,16.0,10.2,16.3,0.7,31.7,25.5,0.03,0.012,2025-05-13T23:50:56.781442,300.0,g
Tinto de verano limon Don Simon,"Botella 1,5 L",1.5,Tinto de verano limón 0% alcohol,8410261152417,Don Simón,"1,5 l",d,unknown,4.0,"Agua carbonatada, mosto tinto a partir de concentrado 15%, azúcar de uva, acidulante (ácido cítrico), edulcorantes (E952, E954), colorante (E163), aromas.",14.0,0.0,0.0,3.5,3.5,,0.1,0.03,0.012,2025-05-14T00:08:58.017754,5000.0,ml
"Tinto de verano 0,0% sin alcohol limon Don Simon","Botella 1,5 L",1.25,Tinto de verano limón 0% alcohol,8410261152417,Don Simón,"1,5 l",d,unknown,4.0,"Agua carbonatada, mosto tinto a partir de concentrado 15%, azúcar de uva, acidulante (ácido cítrico), edulcorantes (E952, E954), colorante (E163), aromas.",14.0,0.0,0.0,3.5,3.5,,0.1,0.03,0.012,2025-05-14T00:08:46.627048,5000.0,ml
Ensalada mezcla duo canonigos y rucula,Paquete 100 g,1.44,Florette duo,8414516058462,Florette,100 gramos,unknown,a,1.0,"canónigo, rúcula.",26.0,0.5,,1.5,,2.7,2.4,0.03,0.012,2025-05-13T12:33:05.064432,100.0,g
Bebida de avena Alitey,Brick 1 L,0.95,Bebida de Avena,8423352861402,Alitey,1 l,c,b,1.0,"Agua, _avena _(15%).",47.0,0.7,0.1,8.2,5.4,0.7,1.6,0.03,0.012,2025-05-13T16:47:46.685688,1000.0,ml
Bebida de avena Alitey,3 mini bricks x 250 ml,1.5,Bebida de Avena,8423352861402,Alitey,1 l,c,b,1.0,"Agua, _avena _(15%).",47.0,0.7,0.1,8.2,5.4,0.7,1.6,0.03,0.012,2025-05-13T16:49:48.980198,750.0,ml
Ajo negro dientes pelados,Tarrina 85 g,4.45,Ajo negro,8437015121130,La Abuela Carmen,85 g,b,a-plus,,ajo morado.,184.0,0.0,0.0,38.0,12.0,3.0,8.0,0.03,0.012,2025-05-14T02:01:37.955660,85.0,g
Pajaritas vegetales Hacendado,Paquete 500 g,1.05,Pajaritas con vegetales,8480000063052,Hacendado,500 g,a,unknown,1.0,"Sémola de _trigo_ duro (_gluten_), tomate deshidratado 3,5%, espinacas deshidratadas 2,2%,",347.0,1.5,0.3,68.0,3.1,4.2,13.0,0.03,0.012,2025-05-13T23:36:28.912961,500.0,g
Hélices con vegetales Hacendado,Paquete 1 kg,1.55,Hélices Vegetales,8480000063441,Hacendado,1 kg,a,b,1.0,"Pasta alimenticia de Calidad Superior: 100% sémola de _trigo_ duro (_gluten_). Pasta compuesta al tomate: sémola de _trigo_ duro (_gluten_), 3,5% tomate deshidratado. Pasta compuesta a las espinacas: sémola de _trigo_ duro (_gluten_), 2,5% espinacas deshidratadas.",346.0,1.5,0.3,68.0,3.1,4.2,13.0,0.03,0.012,2025-05-13T23:36:22.254275,1000.0,g
Hélices Hacendado,Paquete 500 g,0.8,Hélices Vegetales,8480000063441,Hacendado,1 kg,a,b,1.0,"Pasta alimenticia de Calidad Superior: 100% sémola de _trigo_ duro (_gluten_). Pasta compuesta al tomate: sémola de _trigo_ duro (_gluten_), 3,5% tomate deshidratado. Pasta compuesta a las espinacas: sémola de _trigo_ duro (_gluten_), 2,5% espinacas deshidratadas.",346.0,1.5,0.3,68.0,3.1,4.2,13.0,0.03,0.012,2025-05-13T23:32:38.188941,500.0,g
Mermelada de ciruela y kiwi Hacendado,Tarro 340 g,1.7,Mermelada de ciruela y kiwi,8480000224767,Hacendado,340 g,d,b,4.0,"Ciruela 42%, azúcar, kiwi 13%, gelificante (pectina), acidulante (ácido cítrico),",188.0,0.0,0.0,47.0,46.0,,0.0,0.03,0.012,2025-05-13T23:44:09.578962,340.0,g
Almendra molida Hacendado,Paquete 125 g,2.15,Almendra Molida,8480000349217,"Casa Pons, Hacendado",125 g,a,d,1.0,_Almendra_.,604.0,50.0,3.9,7.0,4.2,9.7,26.0,0.03,0.012,2025-05-13T21:13:50.794631,125.0,g
Verduras asadas Hacendado,Bandeja 290 g,2.9,Salteado de verduras asadas,8480000610270,"Hacendado, Ultracongelados Virto S.A.U.",400 g,a,unknown,3.0,"Verduras asadas en proporción variable (calabacín, cebolla, berenjena, pimiento rojo y pimiento amarillo)",45.0,0.1,0.0,7.9,3.6,2.9,1.8,0.03,0.012,2025-05-13T22:50:33.483480,290.0,g
Salteado de verduras Hacendado ultracongelado,Paquete 600 g,1.51,Salteado de verduras asadas,8480000610270,"Hacendado, Ultracongelados Virto S.A.U.",400 g,a,unknown,3.0,"Verduras asadas en proporción variable (calabacín, cebolla, berenjena, pimiento rojo y pimiento amarillo)",45.0,0.1,0.0,7.9,3.6,2.9,1.8,0.03,0.012,2025-05-14T02:02:09.950889,600.0,g
Parrillada de verduras Hacendado ultracongeladas,Paquete 400 g,1.55,Parrillada de verduras,8480000610348,Hacendado,400 g,a,unknown,3.0,"Verduras asadas (63%) (calabacín, berenjena, cebolla, pimiento rojo, pimiento amarillo) y patata asada (37%).",55.0,0.1,0.0,10.0,4.7,2.9,2.2,0.03,0.012,2025-05-14T02:02:47.987941,400.0,g
Helado de horchata Hacendado,Caja 10 ud. (750 ml),2.3,Helados de horchata,8480000641793,Hacendado,,c,b,,,107.0,1.8,0.6,22.0,20.0,,0.6,0.03,0.012,2025-05-14T01:59:13.433755,750.0,ml
Helado Mochi mango Hacendado,Caja 6 ud. (216 ml),2.9,Mochi helado con mango,8480000644923,"Estiu, Hacendado",210g,c,unknown,4.0,"water, sugar, mango puree (14%), rice flour, potato starch ( contains traces of sulphites), tapioca starch, glucose and fructose syrup, trehalose, sunflower oil, emulgent (mono-diglycerides of fatty acids), stabilizers (tara gum, garrofin, methylcellulose, carrageenans, pectin, traces of milk), citric acid, dye (e 160b), aroma ( traces of sulphites),",202.0,1.1,0.4,47.2,28.3,0.5,0.6,0.03,0.012,2025-05-14T02:01:04.579348,216.0,ml
Vino tinto Cason Historico,Brick 1 L,1.05,Tinto de verano,8480000668431,Casón histórico,2 l,not-applicable,e,4.0,"Agua carbonatada, vino, azúcar, acidulantes (E296, E330), aromas naturales, antioxidantes (E331), edulcorantes (E952, E950).",37.0,0.0,0.0,1.4,1.0,,0.4,0.03,0.012,2025-05-14T00:44:30.837430,1000.0,ml
Tinto de verano Cason Historico,"Botella 1,5 L",1.0,Tinto de verano,8480000668431,Casón histórico,2 l,not-applicable,e,4.0,"Agua carbonatada, vino, azúcar, acidulantes (E296, E330), aromas naturales, antioxidantes (E331), edulcorantes (E952, E950).",37.0,0.0,0.0,1.4,1.0,,0.4,0.03,0.012,2025-05-14T00:10:05.365022,5000.0,ml
Mermelada de frambuesa Hacendado,Tarro 340 g,2.45,Mermelada frambuesa,8480000860330,Hacendado,,d,c,4.0,"ERMELADA EXTRA DE FRAMBUESA/DOCE EXTRA DE F Frambuesas, azúcar, gelificante: pectina, Elaborado Framboesas, açúcar, gelificante: pectina, Preparade ruta por 100 g, de frutos por 100 c ERVACIÓN/ SERVAÇÃO INFORMACIÓN NUTRICIONAL/INFORMAÇÃO NU VALORES MEDIOS/MÉDIOS abertura conservar no",188.0,0.0,0.0,43.0,40.0,,0.7,0.03,0.012,2025-05-13T23:43:44.237102,340.0,g
Mermelada de fresa Hacendado,Tarro 400 g,1.55,Mermelada fresa,8480000867551,Hacendado,400 g,d,b,4.0,"Fresa, azúcar, gelificante: pectina, acidulante: ácido cítrico concentrado de zanahoria y cártamo. Preparado con 55 g de fruta por 100 g. Contenido total en azúcares: 47 g por 100 g.",194.0,0.0,0.0,47.0,46.0,,0.5,0.03,0.012,2025-05-13T23:42:51.464938,400.0,g
Tonica original Schweppes,Botell√≠n 200 ml,1.09,Tónica Original fría,8414100317357,Schweppes,33 cl,e,not-applicable,4.0,"Agua, azúcar, jarabe de glucosa y fructosa, anhídrido carbónico, acidulante (ácido cítrico), aromas naturales, aroma quinina.",36.1,0.0,0.0,8.52,8.39,,0.0,0.0303,0.0121,2025-05-13T23:16:47.927124,200.0,ml
Tonica original Schweppes,8 latas x 330 ml,5.2,Tónica Original fría,8414100317357,Schweppes,33 cl,e,not-applicable,4.0,"Agua, azúcar, jarabe de glucosa y fructosa, anhídrido carbónico, acidulante (ácido cítrico), aromas naturales, aroma quinina.",36.1,0.0,0.0,8.52,8.39,,0.0,0.0303,0.0121,2025-05-13T23:13:58.523979,8000.0,ml
Tonica original Schweppes,Botella 1 L,1.93,Tónica Original fría,8414100317357,Schweppes,33 cl,e,not-applicable,4.0,"Agua, azúcar, jarabe de glucosa y fructosa, anhídrido carbónico, acidulante (ácido cítrico), aromas naturales, aroma quinina.",36.1,0.0,0.0,8.52,8.39,,0.0,0.0303,0.0121,2025-05-13T23:14:11.326569,1000.0,ml
Tonica original Schweppes,6 botellines x 200 ml,6.15,Tónica Original fría,8414100317357,Schweppes,33 cl,e,not-applicable,4.0,"Agua, azúcar, jarabe de glucosa y fructosa, anhídrido carbónico, acidulante (ácido cítrico), aromas naturales, aroma quinina.",36.1,0.0,0.0,8.52,8.39,,0.0,0.0303,0.0121,2025-05-13T23:14:42.090316,200.0,ml
Tonica original Schweppes,Lata 330 ml,0.99,Tónica Original fría,8414100317357,Schweppes,33 cl,e,not-applicable,4.0,"Agua, azúcar, jarabe de glucosa y fructosa, anhídrido carbónico, acidulante (ácido cítrico), aromas naturales, aroma quinina.",36.1,0.0,0.0,8.52,8.39,,0.0,0.0303,0.0121,2025-05-13T23:14:29.908314,330.0,ml
Postre de coco Natural Alpro,Bote 350 g,2.3,Postre de coco natural,0271565131380,Alpro,350 gramos,c,unknown,4.0,"Base decoco ligera (94,7%) (agua, crema de coco (25%), agua de coco (11.7%) almid modificado, aromas naturales, sal marina, fermentos (S. thermophilus, L. bulgar Cus). Puede contener trazas de soja. Sin lácteos y sin gluten. Naturalmente sin lactosa.",83.0,6.0,5.7,5.0,0.6,0.6,0.6,0.04,0.016,2025-05-13T21:50:47.291228,350.0,g
Maiz dulce en mazorca,Bandeja 2 ud.,3.11,Zuckermais gekocht,20408367,"Artealca Corn, Huercasa",400g,d,unknown,3.0,"Maíz dulce, sal y antioxidante: ácido cítrico (E-330).",109.0,28.0,7.0,15.0,70.0,,32.0,0.04,0.016,2025-05-13T20:33:46.944489,,
Maiz dulce en mazorca cocido,Paquete 2 ud. (450 g),1.55,Zuckermais gekocht,20408367,"Artealca Corn, Huercasa",400g,d,unknown,3.0,"Maíz dulce, sal y antioxidante: ácido cítrico (E-330).",109.0,28.0,7.0,15.0,70.0,,32.0,0.04,0.016,2025-05-13T20:22:03.692335,450.0,g
Ensalada mezcla gourmet,Paquete 175 g,1.06,Mezcla gourmet,8431876034691,Carrefour,,a,a,1.0,"Escarola rizada, canónigos, achicoria roja",18.0,0.3,0.0,0.8,0.5,3.0,1.5,0.04,0.016,2025-05-13T12:33:30.166731,175.0,g
Fideo mediano Hacendado,Paquete 500 g,0.8,Fideo mediano,8480000062567,Hacendado,500 g,a,b,1.0,Sémola de _trigo_ duro (_gluten_).,366.0,1.5,0.3,74.0,3.5,4.0,12.0,0.04,0.016,2025-05-13T23:32:07.246263,500.0,g
Pasta maravilla Hacendado,Paquete 500 g,0.8,Pasta maravilla,8480000062581,Hacendado,500g,a,unknown,1.0,Sémola de _trigo_ duro (_gluten_).,366.0,1.5,0.3,74.0,3.5,4.0,12.0,0.04,0.016,2025-05-13T23:34:11.297957,500.0,g
Fideo grueso Hacendado,Paquete 500 g,0.8,Fideo grueso,8480000062611,Hacendado,500g,a,unknown,1.0,Sémola de _trigo_ duro (_gluten_).,366.0,1.5,0.3,74.0,3.5,4.0,12.0,0.04,0.016,2025-05-13T23:31:23.509143,500.0,g
Pasta estrellas Hacendado,Paquete 500 g,0.8,Estrellas,8480000063632,Hacendado,500 g,a,b,1.0,Sémola de _trigo_ duro (_gluten_).,366.0,1.5,0.3,74.0,3.5,4.0,12.0,0.04,0.016,2025-05-13T23:32:58.843681,500.0,g
Chocolate negro relleno de mousse Hacendado,Tableta 140 g,2.35,Chocolate mousse negro,8480000125538,Hacendado,140 g,e,e,4.0,"Azúcar, pasta de cacao, aceite de girasol, cacao desgrasado en polvo, grasa de shea, _leche_ desnatada en polvo, manteca de cacao, mantequilla (_leche_), emulgente (lecitinas), aromas,",551.0,35.0,16.0,49.5,47.0,5.8,6.5,0.04,0.016,2025-05-13T23:48:21.954942,140.0,g
Miel de flores Hacendado,Tarro 1 kg,4.4,Miel de Flores,8480000154361,Hacendado,1 kg,e,a,2.0,Miel.,333.0,0.0,,83.0,79.0,,0.5,0.04,0.016,2025-05-13T23:43:18.276587,1000.0,g
Miel de flores Hacendado,Bote 500 g,2.95,Miel de Flores,8480000154361,Hacendado,1 kg,e,a,2.0,Miel.,333.0,0.0,,83.0,79.0,,0.5,0.04,0.016,2025-05-13T23:42:58.563716,500.0,g
Miel de naranjo Hacendado,Bote 500 g,4.05,Miel de naranjo,8480000154484,Hacendado,500 g,e,a,2.0,"Miel,",333.0,0.0,0.0,83.0,79.0,,0.4,0.04,0.016,2025-05-13T22:33:10.074510,500.0,g
Miel de montaña Hacendado,Bote 500 g,4.95,Miel de montaña,8480000154507,Hacendado,,e,b,,Miel de montaña,333.0,0.0,0.0,83.0,79.0,,0.5,0.04,0.016,2025-05-13T23:44:22.210034,500.0,g
Coco rallado Hacendado,Paquete 125 g,1.3,Coco rallado,8480000340351,Hacendado,125 g,d,c,1.0,Coco rallado,676.0,64.3,60.7,8.9,6.8,15.0,7.9,0.04,0.016,2025-05-13T21:13:44.502395,125.0,g
Tinto de verano limon Cason Historico,"Botella 1,5 L",1.0,Tinto de Verano Limón,8480000667380,Casón Histórico,330 ml,not-applicable,unknown,4.0,"Agua carbonatada, vino tinto, zumo de uva y limón a partir de concentrado 15%, azúcar de uva, acidulante (ácido cítrico), edulcorantes (E955, E-954), estabilizantes (E414, E445), colorante (E163), aromas.",36.0,0.0,0.0,3.1,3.1,,0.0,0.04,0.016,2025-05-14T00:08:30.546921,5000.0,ml
Refresco lima limon 7 Up,Botella 2 L,1.29,Refresco de lima limón sin colorantes y sin aromas artificiales,8717700002105,7 Up,,e,not-applicable,4.0,"Agua carbonatada, azúcar, (E-330, E-296), aroma natural de limón y lima , regulador de acidez (E-331), edulcorante (glucôsidos de esteviol).",30.0,0.0,0.0,7.3,7.3,0.0,0.0,0.04,0.016,2025-05-13T22:31:15.392966,2000.0,ml
